CharacterID,Name,Race,Saga,BasePowerLevel,MaxPowerLevel,Age,Alignment,HasKiControl
21102,Goku,Saiyan,Frieza Saga,308244,7508715,194,Neutral,False
21103,Tien,Human,Buu Saga,32345208,1459698983,179,Hero,True
21104,Jiren,Namekian,Frieza Saga,6179,191953,63,Neutral,False
21105,Krillin,Human,Tournament of Power,905497910,24349196235,502,Villain,False
21106,Nappa,Saiyan,Buu Saga,62135488,2622789092,957,Neutral,False
21107,Piccolo,Namekian,Broly Movie,51424868,828835365,200,Villain,False
21108,Jiren,Saiyan,Saiyan Saga,6400,18918,394,Anti-Hero,True
21109,Broly,Hybrid,Buu Saga,34297821,1423897676,279,Villain,False
21110,Goku,Hybrid,Battle of Gods,45142591,1765809762,277,Neutral,False
21111,Raditz,Hybrid,Battle of Gods,650502994,1328826561,588,Villain,True
21112,Goten,Saiyan,Frieza Saga,490085,18843967,45,Neutral,False
21113,Yamcha,Human,Tournament of Power,788918220,17724123483,447,Villain,True
21114,Frieza,Frieza Race,Tournament of Power,272851406,11049736689,622,Villain,True
21115,Goku,Saiyan,Frieza Saga,25332,350985,65,Anti-Hero,False
21116,Gohan,Saiyan,Buu Saga,53738616,2293646051,204,Hero,True
21117,Tien,Human,Battle of Gods,788887601,6660640179,442,Anti-Hero,False
21118,Majin Buu,Human,Frieza Saga,221977,9464208,856,Anti-Hero,True
21119,Yamcha,Human,Battle of Gods,786842105,32223998571,79,Anti-Hero,True
21120,Whis,Majin,Buu Saga,6810859,202597452,466,Neutral,False
21121,Jiren,God,Frieza Saga,151277,1447177,448,Anti-Hero,False
21122,Tien,Human,Saiyan Saga,2026,21705,370,Neutral,True
21123,Piccolo,Namekian,Buu Saga,65539051,1789249980,303,Neutral,False
21124,Piccolo,Namekian,Tournament of Power,522981698,7535184656,641,Villain,True
21125,Bardock,Saiyan,Cell Saga,4873056,179518949,282,Villain,False
21126,Vegeta,Hybrid,Frieza Saga,335246,12961790,152,Neutral,True
21127,Vegeta,Saiyan,Tournament of Power,620556918,12488615821,728,Anti-Hero,True
21128,Piccolo,Namekian,Frieza Saga,428192,2993872,71,Neutral,True
21129,Goten,Saiyan,Broly Movie,554751877,10675758880,378,Anti-Hero,False
21130,Trunks,Saiyan,Broly Movie,738605082,34357053076,363,Anti-Hero,True
21131,Gohan,Hybrid,Broly Movie,910095042,19889712996,465,Villain,True
21132,Beerus,Hybrid,Buu Saga,33315611,142095582,230,Neutral,False
21133,Beerus,Namekian,Saiyan Saga,3067,92126,602,Villain,True
21134,Tien,Human,Tournament of Power,307760005,5315356671,975,Hero,True
21135,Vegeta,Saiyan,Cell Saga,1195125,46099212,740,Villain,True
21136,Whis,Saiyan,Frieza Saga,503479,23704165,945,Villain,False
21137,Goten,Hybrid,Frieza Saga,161192,5035262,816,Hero,True
21138,Krillin,Human,Battle of Gods,532649882,25647605253,6,Villain,False
21139,Krillin,Human,Broly Movie,123319534,2744671145,951,Neutral,True
21140,Android 18,Majin,Buu Saga,78740773,2365222310,93,Neutral,False
21141,Nappa,Saiyan,Buu Saga,83532844,508402157,307,Villain,True
21142,Gohan,Hybrid,Buu Saga,50042668,1770265080,833,Villain,False
21143,Goku,Saiyan,Broly Movie,791036992,13045695769,184,Neutral,True
21144,Majin Buu,Angel,Frieza Saga,237616,11066806,845,Anti-Hero,False
21145,Frieza,Frieza Race,Buu Saga,88884277,871290639,511,Neutral,False
21146,Bulma,Human,Saiyan Saga,2685,110086,625,Villain,True
21147,Beerus,Saiyan,Tournament of Power,540435472,19481366697,899,Villain,True
21148,Bardock,Hybrid,Frieza Saga,463062,10311485,605,Neutral,False
21149,Raditz,Hybrid,Tournament of Power,663642092,27726507115,821,Neutral,True
21150,Nappa,Saiyan,Cell Saga,4006060,169026893,293,Villain,False
21151,Frieza,Frieza Race,Cell Saga,900468,2029665,945,Hero,True
21152,Whis,Human,Frieza Saga,101255,4525908,223,Anti-Hero,False
21153,Krillin,Human,Frieza Saga,30356,1395007,434,Hero,False
21154,Krillin,Human,Saiyan Saga,8760,211566,338,Anti-Hero,True
21155,Broly,Hybrid,Saiyan Saga,13725,256385,41,Anti-Hero,False
21156,Goten,Hybrid,Tournament of Power,937050377,9001,99,Anti-Hero,True
21157,Nappa,Hybrid,Tournament of Power,395547421,9065881876,526,Hero,True
21158,Android 18,Majin,Battle of Gods,525327332,23189900939,837,Villain,True
21159,Whis,Saiyan,Frieza Saga,121350,347615,366,Neutral,False
21160,Broly,Saiyan,Battle of Gods,896508584,32662075166,157,Hero,False
21161,Tien,Human,Broly Movie,955215947,11449760942,655,Villain,True
21162,Beerus,Saiyan,Cell Saga,3264654,161995445,639,Hero,False
21163,Beerus,Saiyan,Saiyan Saga,17636,70618,821,Villain,True
21164,Trunks,Hybrid,Broly Movie,630201167,22706041561,998,Villain,True
21165,Krillin,Human,Buu Saga,86161717,511980173,52,Neutral,True
21166,Beerus,Saiyan,Cell Saga,526514,2321314,512,Neutral,True
21167,Gohan,Saiyan,Tournament of Power,960610238,14828775925,698,Neutral,False
21168,Jiren,Human,Tournament of Power,986993962,26223971712,928,Hero,False
21169,Cell,Frieza Race,Tournament of Power,171301764,5996558040,77,Anti-Hero,True
21170,Gohan,Saiyan,Battle of Gods,638566373,28215130393,960,Villain,False
21171,Jiren,Majin,Broly Movie,39391606,343059288,753,Neutral,True
21172,Bulma,Human,Battle of Gods,797765529,33454606540,180,Villain,False
21173,Vegeta,Hybrid,Buu Saga,24731474,562563035,982,Anti-Hero,False
21174,Android 18,Namekian,Saiyan Saga,16708,538622,159,Hero,False
21175,Jiren,Namekian,Tournament of Power,295516345,2786764760,817,Anti-Hero,False
21176,Android 17,Angel,Cell Saga,489508,3980894,65,Hero,False
21177,Frieza,Frieza Race,Frieza Saga,265424,6071836,566,Hero,True
21178,Nappa,Hybrid,Battle of Gods,104731418,1650773455,435,Villain,False
21179,Bulma,Human,Tournament of Power,246637940,4480785775,347,Hero,True
21180,Tien,Human,Tournament of Power,272839086,11604451802,406,Anti-Hero,True
21181,Gohan,Saiyan,Buu Saga,19052341,747414945,878,Villain,True
21182,Broly,Hybrid,Cell Saga,1398226,15051654,953,Hero,True
21183,Cell,Hybrid,Battle of Gods,521787291,7445697331,332,Hero,False
21184,Broly,Saiyan,Buu Saga,36734125,960586979,26,Anti-Hero,True
21185,Nappa,Hybrid,Broly Movie,399353032,15807541095,648,Villain,True
21186,Frieza,Frieza Race,Saiyan Saga,2890,131577,403,Hero,False
21187,Goku,Saiyan,Tournament of Power,650957388,2235972540,64,Neutral,True
21188,Jiren,Saiyan,Saiyan Saga,12407,462845,465,Neutral,True
21189,Cell,Angel,Battle of Gods,175168518,7624706221,55,Hero,False
21190,Gohan,Saiyan,Broly Movie,951458881,13486430878,554,Hero,True
21191,Raditz,Saiyan,Frieza Saga,428033,3592808,80,Villain,False
21192,Vegeta,Saiyan,Battle of Gods,200741920,7960811633,926,Anti-Hero,True
21193,Raditz,Saiyan,Battle of Gods,211326892,3066793944,294,Anti-Hero,False
21194,Goten,Saiyan,Buu Saga,34398848,1520105718,492,Neutral,True
21195,Krillin,Human,Frieza Saga,429201,21125175,246,Villain,False
21196,Bulma,Human,Saiyan Saga,14413,151109,555,Villain,True
21197,Whis,Android,Cell Saga,317387,7656596,961,Neutral,False
21198,Beerus,Frieza Race,Broly Movie,783879876,25681257668,186,Hero,False
21199,Vegeta,Saiyan,Battle of Gods,328494756,11306450472,361,Neutral,True
21200,Piccolo,Namekian,Tournament of Power,800588364,4399809543,629,Villain,False
21201,Yamcha,Human,Battle of Gods,362264215,12535188673,129,Hero,False
21202,Cell,Majin,Saiyan Saga,13060,240678,723,Anti-Hero,False
21203,Broly,Hybrid,Cell Saga,1903050,76376849,410,Anti-Hero,False
21204,Bardock,Hybrid,Broly Movie,990182164,38281816573,626,Villain,False
21205,Tien,Human,Frieza Saga,65499,1042726,95,Anti-Hero,True
21206,Nappa,Saiyan,Tournament of Power,230311030,2839125029,655,Villain,False
21207,Broly,Saiyan,Frieza Saga,367607,10225095,330,Villain,True
21208,Raditz,Hybrid,Frieza Saga,252132,3905815,345,Hero,False
21209,Android 17,Angel,Buu Saga,11234308,9001,369,Neutral,False
21210,Bulma,Human,Tournament of Power,581377282,9001,803,Neutral,False
21211,Majin Buu,Hybrid,Buu Saga,17960897,662211581,548,Anti-Hero,True
21212,Broly,Saiyan,Frieza Saga,34070,1686477,263,Hero,True
21213,Piccolo,Namekian,Saiyan Saga,10988,97452,805,Hero,False
21214,Android 18,Android,Broly Movie,681219714,14474577373,134,Neutral,True
21215,Broly,Saiyan,Buu Saga,28780856,78813070,51,Neutral,False
21216,Gohan,Hybrid,Battle of Gods,706801103,20543791430,546,Hero,True
21217,Bardock,Hybrid,Buu Saga,84377325,4165930879,795,Neutral,True
21218,Jiren,Android,Frieza Saga,173429,3203757,598,Anti-Hero,True
21219,Raditz,Hybrid,Broly Movie,664540161,31114231184,457,Hero,True
21220,Cell,Namekian,Tournament of Power,945775510,16433708456,200,Villain,True
21221,Krillin,Human,Battle of Gods,449682662,7074955883,251,Neutral,False
21222,Beerus,Hybrid,Battle of Gods,386495661,17772040411,222,Hero,False
21223,Tien,Human,Broly Movie,540146540,13742900540,61,Hero,False
21224,Piccolo,Namekian,Broly Movie,50930942,2166457283,889,Hero,False
21225,Goten,Saiyan,Broly Movie,349356876,15120917392,446,Hero,False
21226,Krillin,Human,Broly Movie,428296601,1519816105,106,Hero,True
21227,Gohan,Saiyan,Buu Saga,9054681,181986869,266,Villain,False
21228,Raditz,Hybrid,Broly Movie,733168915,1879137800,753,Hero,False
21229,Android 18,Frieza Race,Saiyan Saga,1591,13608,61,Villain,False
21230,Gohan,Hybrid,Cell Saga,3296923,36710446,921,Hero,True
21231,Majin Buu,Hybrid,Cell Saga,2749768,90693834,258,Hero,True
21232,Bulma,Human,Cell Saga,3267040,61138848,972,Anti-Hero,False
21233,Vegeta,Saiyan,Broly Movie,771940073,31551400933,91,Anti-Hero,True
21234,Krillin,Human,Cell Saga,1534367,61811098,618,Hero,False
21235,Nappa,Saiyan,Buu Saga,19854297,325843767,904,Hero,False
21236,Android 17,Frieza Race,Battle of Gods,207897255,2662442729,990,Hero,False
21237,Android 17,God,Saiyan Saga,1447,3090,216,Villain,False
21238,Android 17,Namekian,Cell Saga,4257253,54414941,487,Hero,False
21239,Majin Buu,Saiyan,Battle of Gods,342227716,5553304558,982,Neutral,False
21240,Goten,Saiyan,Tournament of Power,49112847,1343507437,674,Hero,False
21241,Bulma,Human,Saiyan Saga,12351,518188,771,Villain,True
21242,Nappa,Saiyan,Saiyan Saga,14263,177029,213,Villain,True
21243,Whis,Human,Frieza Saga,200010,3201361,319,Neutral,False
21244,Bulma,Human,Battle of Gods,308219463,4159930659,688,Anti-Hero,False
21245,Nappa,Saiyan,Tournament of Power,773487029,16273737565,408,Hero,True
21246,Majin Buu,Angel,Battle of Gods,956100053,30597306665,237,Anti-Hero,True
21247,Jiren,Human,Broly Movie,570544488,6677902291,498,Anti-Hero,False
21248,Goten,Saiyan,Cell Saga,3767901,153923907,350,Neutral,False
21249,Nappa,Saiyan,Cell Saga,3704664,52735225,753,Anti-Hero,True
21250,Yamcha,Human,Saiyan Saga,9194,391222,123,Villain,False
21251,Piccolo,Namekian,Saiyan Saga,3690,52811,486,Villain,True
21252,Goku,Saiyan,Buu Saga,8665096,230215065,787,Anti-Hero,False
21253,Bulma,Human,Battle of Gods,988461524,46914937188,968,Villain,True
21254,Gohan,Hybrid,Tournament of Power,566161948,3540598586,205,Neutral,True
21255,Android 17,Namekian,Cell Saga,1571432,58171926,348,Anti-Hero,False
21256,Jiren,Human,Battle of Gods,431016292,21283909908,72,Villain,True
21257,Vegeta,Saiyan,Broly Movie,900699989,22888896111,508,Hero,False
21258,Gohan,Hybrid,Buu Saga,44005299,109302667,628,Neutral,False
21259,Goku,Hybrid,Saiyan Saga,10621,474238,259,Villain,False
21260,Frieza,Frieza Race,Saiyan Saga,3655,6235,381,Hero,True
21261,Beerus,Android,Saiyan Saga,11911,579171,594,Hero,False
21262,Jiren,Majin,Buu Saga,69005491,1602726775,68,Anti-Hero,True
21263,Android 17,God,Battle of Gods,725223904,28112875099,239,Villain,False
21264,Yamcha,Human,Broly Movie,903479198,6680160316,514,Hero,False
21265,Bulma,Human,Broly Movie,584451971,4527169825,922,Anti-Hero,False
21266,Whis,Human,Battle of Gods,784738230,14631578829,682,Hero,False
21267,Android 18,Frieza Race,Frieza Saga,420203,11152223,99,Anti-Hero,True
21268,Vegeta,Saiyan,Buu Saga,82766750,781328857,829,Neutral,True
21269,Bulma,Human,Buu Saga,14603719,267375093,159,Villain,False
21270,Android 18,God,Frieza Saga,170943,6043037,258,Hero,False
21271,Whis,Android,Cell Saga,2012968,43751162,330,Villain,True
21272,Cell,Majin,Battle of Gods,309200397,9001,164,Villain,True
21273,Krillin,Human,Broly Movie,71953754,1972600186,486,Neutral,True
21274,Bulma,Human,Frieza Saga,349975,5512097,164,Anti-Hero,True
21275,Trunks,Hybrid,Frieza Saga,155166,4891000,370,Anti-Hero,True
21276,Frieza,Frieza Race,Saiyan Saga,16323,160088,569,Anti-Hero,False
21277,Trunks,Hybrid,Saiyan Saga,4314,133008,748,Anti-Hero,False
21278,Bulma,Human,Cell Saga,4152818,115742562,546,Hero,True
21279,Bardock,Hybrid,Cell Saga,749762,26167661,191,Villain,False
21280,Bardock,Hybrid,Buu Saga,48379645,1504373285,555,Hero,False
21281,Piccolo,Namekian,Tournament of Power,840845528,13379980437,354,Anti-Hero,False
21282,Broly,Saiyan,Broly Movie,418696389,13344126175,374,Hero,True
21283,Jiren,Android,Tournament of Power,552576993,18196959881,800,Villain,True
21284,Gohan,Saiyan,Frieza Saga,404711,17010316,50,Anti-Hero,True
21285,Goten,Saiyan,Battle of Gods,773421959,23294701201,424,Hero,False
21286,Nappa,Saiyan,Broly Movie,275124121,759825827,396,Neutral,True
21287,Bulma,Human,Frieza Saga,412221,8741862,821,Hero,False
21288,Yamcha,Human,Buu Saga,71639906,2751028679,173,Hero,False
21289,Goku,Hybrid,Tournament of Power,935669001,13255017579,5,Anti-Hero,False
21290,Krillin,Human,Cell Saga,4546244,18388293,62,Anti-Hero,False
21291,Nappa,Hybrid,Buu Saga,58124021,1835013560,78,Anti-Hero,True
21292,Frieza,Frieza Race,Cell Saga,2198742,100302938,299,Neutral,False
21293,Frieza,Frieza Race,Saiyan Saga,13918,39700,490,Hero,False
21294,Raditz,Saiyan,Frieza Saga,496266,10418672,732,Villain,False
21295,Raditz,Hybrid,Broly Movie,563561911,15543909246,893,Neutral,True
21296,Android 18,Frieza Race,Broly Movie,824483722,1454677051,451,Neutral,True
21297,Bulma,Human,Broly Movie,321777575,984660833,693,Villain,False
21298,Goten,Hybrid,Tournament of Power,659589665,20653431077,631,Anti-Hero,True
21299,Bulma,Human,Saiyan Saga,3188,107396,621,Neutral,True
21300,Beerus,God,Buu Saga,39837609,163238157,638,Neutral,False
21301,Piccolo,Namekian,Battle of Gods,197627503,1199410731,590,Neutral,True
21302,Goten,Hybrid,Frieza Saga,291651,1454790,79,Hero,False
21303,Beerus,Majin,Broly Movie,204381602,1593364781,936,Villain,False
21304,Goten,Saiyan,Battle of Gods,164166505,4325046742,23,Hero,False
21305,Tien,Human,Broly Movie,286576053,13663142082,953,Hero,True
21306,Nappa,Saiyan,Cell Saga,1483781,17905930,82,Hero,True
21307,Raditz,Saiyan,Tournament of Power,690209616,21575749368,883,Anti-Hero,True
21308,Broly,Saiyan,Cell Saga,4760222,35992820,467,Neutral,True
21309,Gohan,Saiyan,Saiyan Saga,10021,480022,393,Neutral,False
21310,Cell,Majin,Cell Saga,3751955,104001505,167,Neutral,False
21311,Frieza,Frieza Race,Buu Saga,5302057,113235250,676,Anti-Hero,True
21312,Nappa,Hybrid,Cell Saga,2158417,8583009,694,Anti-Hero,False
21313,Bulma,Human,Broly Movie,30554234,416478533,382,Hero,True
21314,Bulma,Human,Cell Saga,2198940,9001,137,Anti-Hero,False
21315,Vegeta,Hybrid,Battle of Gods,125224695,5551739533,685,Neutral,False
21316,Broly,Hybrid,Saiyan Saga,871,16832,941,Neutral,False
21317,Piccolo,Namekian,Cell Saga,4574186,177002742,719,Anti-Hero,True
21318,Beerus,Saiyan,Frieza Saga,156817,5527200,293,Hero,False
21319,Cell,Frieza Race,Frieza Saga,515556,15085521,513,Hero,True
21320,Majin Buu,Saiyan,Frieza Saga,310775,12628394,308,Neutral,True
21321,Vegeta,Saiyan,Tournament of Power,807373869,36758933783,132,Anti-Hero,True
21322,Jiren,Namekian,Cell Saga,2242758,60130422,119,Villain,True
21323,Goku,Hybrid,Battle of Gods,553607925,4318978707,298,Hero,False
21324,Android 17,Human,Broly Movie,814598830,10321436440,674,Neutral,True
21325,Bulma,Human,Frieza Saga,21198,9001,683,Villain,False
21326,Whis,Namekian,Cell Saga,4733493,125594838,479,Hero,True
21327,Gohan,Saiyan,Frieza Saga,502985,9851546,589,Hero,False
21328,Vegeta,Hybrid,Battle of Gods,535046101,25384698704,296,Neutral,True
21329,Krillin,Human,Saiyan Saga,13151,521292,680,Hero,True
21330,Beerus,Android,Tournament of Power,545778668,25320356116,205,Neutral,False
21331,Jiren,Saiyan,Saiyan Saga,1949,64145,532,Villain,False
21332,Trunks,Hybrid,Broly Movie,966538715,27131489428,205,Villain,True
21333,Goten,Hybrid,Battle of Gods,962963571,27975584984,480,Neutral,True
21334,Android 17,Namekian,Broly Movie,198627326,813074159,620,Neutral,True
21335,Krillin,Human,Saiyan Saga,10457,73406,569,Neutral,False
21336,Jiren,Human,Broly Movie,427828238,17400736987,73,Villain,False
21337,Whis,Android,Tournament of Power,512925184,10939199763,335,Anti-Hero,True
21338,Android 17,Majin,Battle of Gods,121688436,1990186740,445,Villain,False
21339,Jiren,Majin,Cell Saga,690905,12205659,526,Hero,True
21340,Yamcha,Human,Cell Saga,4876133,9001,517,Hero,True
21341,Jiren,Majin,Saiyan Saga,16243,155392,155,Anti-Hero,False
21342,Whis,Human,Tournament of Power,534898348,8942479656,398,Anti-Hero,True
21343,Piccolo,Namekian,Cell Saga,2130334,76970576,902,Villain,True
21344,Krillin,Human,Battle of Gods,603400673,26471799245,462,Anti-Hero,False
21345,Beerus,Frieza Race,Buu Saga,10944894,107081720,68,Hero,True
21346,Beerus,Frieza Race,Battle of Gods,817942480,13953547247,9,Neutral,False
21347,Goten,Saiyan,Battle of Gods,735603393,22896411163,64,Villain,True
21348,Cell,Saiyan,Saiyan Saga,6279,132764,405,Neutral,True
21349,Krillin,Human,Buu Saga,62179122,2203676209,755,Anti-Hero,False
21350,Goku,Hybrid,Buu Saga,50194863,974530868,925,Anti-Hero,False
21351,Krillin,Human,Buu Saga,59549853,717141902,793,Hero,False
21352,Majin Buu,Android,Saiyan Saga,5099,126184,143,Villain,True
21353,Android 18,Frieza Race,Saiyan Saga,13595,324738,819,Anti-Hero,True
21354,Raditz,Saiyan,Cell Saga,3311267,127845262,646,Anti-Hero,True
21355,Android 18,Android,Frieza Saga,181032,5931574,67,Villain,True
21356,Android 17,Frieza Race,Frieza Saga,37557,1709341,651,Anti-Hero,True
21357,Bardock,Saiyan,Broly Movie,307169472,1906920450,136,Hero,True
21358,Android 17,Hybrid,Buu Saga,33989526,843596184,212,Hero,False
21359,Trunks,Hybrid,Buu Saga,28453362,618586251,583,Villain,True
21360,Whis,Frieza Race,Broly Movie,271259025,3993262399,264,Neutral,True
21361,Bulma,Human,Broly Movie,514509518,17825471884,699,Neutral,False
21362,Vegeta,Saiyan,Frieza Saga,505283,13974825,213,Anti-Hero,False
21363,Majin Buu,Angel,Broly Movie,662839979,27638723675,882,Hero,False
21364,Android 18,Hybrid,Broly Movie,465706260,22884279806,365,Anti-Hero,True
21365,Vegeta,Saiyan,Cell Saga,3156021,25273046,490,Villain,False
21366,Goku,Saiyan,Saiyan Saga,6330,265468,729,Hero,True
21367,Broly,Hybrid,Cell Saga,167226,5132176,683,Neutral,True
21368,Broly,Saiyan,Battle of Gods,188173842,1098715247,153,Neutral,False
21369,Krillin,Human,Tournament of Power,835594263,21989767129,511,Villain,False
21370,Goku,Saiyan,Broly Movie,67830593,978677803,780,Villain,False
21371,Majin Buu,Angel,Frieza Saga,360348,16201752,387,Villain,False
21372,Cell,Saiyan,Buu Saga,39024752,659426125,427,Hero,False
21373,Vegeta,Hybrid,Frieza Saga,433945,6974503,901,Anti-Hero,False
21374,Yamcha,Human,Battle of Gods,718105653,24002339806,153,Anti-Hero,True
21375,Android 18,Angel,Battle of Gods,515281906,24455332903,830,Hero,False
21376,Broly,Hybrid,Frieza Saga,287853,12647098,575,Villain,True
21377,Bardock,Hybrid,Saiyan Saga,5856,124308,454,Neutral,True
21378,Tien,Human,Frieza Saga,447402,9618525,610,Anti-Hero,False
21379,Nappa,Saiyan,Cell Saga,3466330,169652787,119,Neutral,False
21380,Majin Buu,Human,Buu Saga,32150027,889894965,34,Anti-Hero,True
21381,Krillin,Human,Frieza Saga,53956,2072576,886,Anti-Hero,True
21382,Goku,Hybrid,Frieza Saga,372730,16473573,233,Anti-Hero,False
21383,Trunks,Hybrid,Broly Movie,525915157,21466409122,217,Hero,False
21384,Vegeta,Saiyan,Frieza Saga,187639,9354282,975,Neutral,True
21385,Tien,Human,Battle of Gods,523133838,22270003651,444,Neutral,False
21386,Nappa,Saiyan,Battle of Gods,974411856,13383366563,728,Hero,True
21387,Yamcha,Human,Buu Saga,77927465,740506358,833,Villain,True
21388,Android 18,Namekian,Cell Saga,4378756,35876167,903,Hero,True
21389,Broly,Hybrid,Cell Saga,4742924,195844921,29,Anti-Hero,False
21390,Krillin,Human,Broly Movie,945312905,16593273592,262,Villain,True
21391,Raditz,Hybrid,Cell Saga,514107,6062619,859,Hero,True
21392,Goku,Hybrid,Frieza Saga,98851,1490946,202,Villain,True
21393,Frieza,Frieza Race,Battle of Gods,943791006,5797723136,479,Neutral,True
21394,Goku,Hybrid,Buu Saga,68878859,2269922471,966,Villain,True
21395,Tien,Human,Buu Saga,8729151,9001,275,Anti-Hero,False
21396,Raditz,Saiyan,Tournament of Power,653944792,24777583191,133,Villain,True
21397,Tien,Human,Cell Saga,755264,34994760,741,Anti-Hero,True
21398,Raditz,Hybrid,Tournament of Power,248345496,1910993826,128,Anti-Hero,True
21399,Vegeta,Hybrid,Cell Saga,3706826,59908322,57,Hero,True
21400,Trunks,Saiyan,Battle of Gods,508032306,11064013480,642,Villain,False
21401,Whis,Human,Tournament of Power,543073748,18978692940,766,Anti-Hero,False
21402,Majin Buu,Frieza Race,Buu Saga,53599331,2489208453,562,Hero,True
21403,Android 18,Android,Saiyan Saga,10101,265342,623,Anti-Hero,True
21404,Frieza,Frieza Race,Tournament of Power,372652985,11700531302,760,Villain,True
21405,Goku,Hybrid,Tournament of Power,281755969,12144662937,44,Hero,True
21406,Krillin,Human,Tournament of Power,761655506,33399932834,231,Hero,True
21407,Tien,Human,Cell Saga,267978,5263031,218,Hero,False
21408,Android 18,Namekian,Buu Saga,86136052,3278649425,872,Anti-Hero,False
21409,Cell,Hybrid,Frieza Saga,225595,3224052,509,Villain,True
21410,Beerus,Frieza Race,Frieza Saga,333155,14589024,314,Anti-Hero,True
21411,Cell,Namekian,Frieza Saga,256483,1669611,664,Neutral,True
21412,Yamcha,Human,Frieza Saga,68285,488692,303,Anti-Hero,False
21413,Broly,Saiyan,Cell Saga,1901649,78829830,110,Neutral,False
21414,Beerus,Saiyan,Tournament of Power,683588568,11286009416,434,Anti-Hero,False
21415,Nappa,Hybrid,Broly Movie,765728404,10300329730,316,Villain,False
21416,Tien,Human,Tournament of Power,993028952,33973591705,870,Anti-Hero,True
21417,Frieza,Frieza Race,Frieza Saga,263834,7916105,297,Hero,False
21418,Goku,Hybrid,Buu Saga,67998150,2151842848,71,Hero,True
21419,Goten,Saiyan,Frieza Saga,366541,12735704,394,Hero,True
21420,Cell,Human,Broly Movie,252032150,10384031235,913,Hero,False
21421,Android 17,Angel,Saiyan Saga,17043,366033,76,Neutral,True
21422,Bulma,Human,Cell Saga,2657951,113333078,49,Anti-Hero,True
21423,Goten,Hybrid,Battle of Gods,433523776,21523663169,384,Villain,True
21424,Android 17,Angel,Frieza Saga,173672,3748065,402,Hero,True
21425,Beerus,Android,Battle of Gods,736142885,29491241530,346,Neutral,True
21426,Bardock,Saiyan,Buu Saga,11908718,429062421,875,Villain,False
21427,Krillin,Human,Saiyan Saga,11990,581102,881,Neutral,True
21428,Android 18,God,Battle of Gods,438158816,10863110736,596,Anti-Hero,True
21429,Cell,Human,Tournament of Power,392913520,15761035573,620,Villain,False
21430,Vegeta,Hybrid,Cell Saga,2916322,9001,890,Villain,True
21431,Krillin,Human,Tournament of Power,757389014,1443330464,296,Anti-Hero,True
21432,Goku,Saiyan,Broly Movie,608093502,4267374039,387,Anti-Hero,True
21433,Goten,Hybrid,Tournament of Power,136379626,6600073236,946,Hero,True
21434,Majin Buu,Majin,Saiyan Saga,14813,531600,626,Hero,False
21435,Frieza,Frieza Race,Battle of Gods,335291187,16340000377,330,Neutral,False
21436,Whis,God,Battle of Gods,698502073,18968232788,948,Villain,True
21437,Jiren,Human,Broly Movie,66006048,1886229706,230,Villain,True
21438,Yamcha,Human,Broly Movie,302411444,7674536177,190,Villain,False
21439,Nappa,Saiyan,Saiyan Saga,7136,310482,514,Hero,True
21440,Beerus,Hybrid,Frieza Saga,280561,10518857,412,Neutral,True
21441,Whis,Saiyan,Saiyan Saga,14875,646365,593,Villain,True
21442,Krillin,Human,Battle of Gods,610606190,14428334270,438,Anti-Hero,True
21443,Raditz,Saiyan,Cell Saga,236507,3341794,877,Neutral,False
21444,Vegeta,Hybrid,Buu Saga,63596297,742032575,54,Hero,False
21445,Tien,Human,Broly Movie,624581901,27239687520,617,Anti-Hero,True
21446,Goten,Saiyan,Saiyan Saga,8500,238567,494,Anti-Hero,False
21447,Bardock,Saiyan,Battle of Gods,235516515,1645986901,881,Neutral,True
21448,Android 17,Frieza Race,Buu Saga,65203244,2399100958,130,Neutral,True
21449,Majin Buu,Human,Broly Movie,628205128,26266142992,728,Neutral,True
21450,Frieza,Frieza Race,Tournament of Power,302775596,7372906380,21,Neutral,True
21451,Goku,Saiyan,Broly Movie,254444404,7353825113,967,Villain,False
21452,Raditz,Saiyan,Saiyan Saga,7088,148315,18,Villain,True
21453,Goten,Hybrid,Saiyan Saga,9600,165646,210,Villain,True
21454,Majin Buu,God,Tournament of Power,766938728,34762713050,173,Villain,False
21455,Cell,Saiyan,Battle of Gods,932594807,7168147441,170,Villain,False
21456,Krillin,Human,Frieza Saga,489509,13818847,571,Anti-Hero,True
21457,Goten,Hybrid,Buu Saga,35265333,972587896,434,Hero,False
21458,Broly,Saiyan,Buu Saga,23727427,397901153,688,Neutral,True
21459,Jiren,God,Battle of Gods,201209891,7577893564,795,Hero,False
21460,Yamcha,Human,Broly Movie,268938422,10752661342,325,Hero,True
21461,Cell,Android,Buu Saga,81293189,1817210817,504,Villain,False
21462,Trunks,Hybrid,Tournament of Power,514083402,1652238774,236,Neutral,True
21463,Cell,Namekian,Frieza Saga,181950,3592340,630,Neutral,False
21464,Beerus,Angel,Buu Saga,27148542,243923343,261,Anti-Hero,True
21465,Krillin,Human,Tournament of Power,152881489,1702164665,267,Hero,False
21466,Whis,Angel,Cell Saga,2421064,104861089,694,Anti-Hero,False
21467,Tien,Human,Buu Saga,76019074,3359433805,115,Neutral,False
21468,Bardock,Hybrid,Cell Saga,3320825,47208074,409,Hero,False
21469,Gohan,Hybrid,Buu Saga,7623070,58561962,556,Hero,True
21470,Krillin,Human,Cell Saga,3306288,31783993,896,Anti-Hero,False
